userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
429,16,12,3,7,19,6,0,29,3,1,1,3,3,22,5,14,3,4
342,9,8,2,3,25,7,0,20,2,0,5,0,3,6,5,16,0,0
479,13,18,11,16,76,12,1,63,12,0,4,12,4,36,14,17,4,4
108,7,10,2,3,28,5,0,44,2,0,0,1,4,36,11,9,1,1
589,4,5,0,3,9,8,1,25,2,0,1,0,2,7,3,14,3,1
506,2,2,0,1,14,6,1,24,3,0,2,1,1,18,3,4,1,1
253,1,3,4,0,16,5,8,29,5,1,0,2,5,8,2,7,1,1
260,14,16,15,7,53,31,12,69,17,2,11,4,12,22,13,31,2,0
267,24,18,0,2,12,3,0,20,5,0,7,1,4,7,24,20,2,1
268,21,11,0,0,38,19,0,45,4,3,2,2,9,12,11,19,3,1
287,7,13,2,4,39,10,2,40,15,1,1,4,4,17,8,8,5,0
440,5,7,2,1,9,1,0,18,3,1,4,0,3,4,18,9,1,1
576,5,5,2,1,7,2,0,3,5,0,3,0,1,1,3,4,0,0
47,4,8,0,2,16,15,7,81,2,0,1,4,6,17,5,13,5,1
131,14,13,1,0,10,21,1,35,5,1,3,0,9,6,12,22,5,0
203,18,17,3,4,10,10,0,16,11,0,1,0,3,2,8,15,2,1
39,27,28,20,19,25,23,0,31,15,1,12,13,7,8,18,22,1,1
72,17,10,0,0,8,8,0,20,0,0,3,0,4,8,9,14,4,1
80,77,33,1,3,11,43,0,70,13,1,47,0,36,4,55,118,6,0
81,9,5,0,0,2,6,0,6,0,0,0,0,2,1,5,10,2,0
133,10,5,1,1,8,8,0,11,1,0,1,1,3,4,4,15,3,0
146,2,2,2,5,9,5,0,11,5,0,2,0,4,9,2,6,1,0
149,21,14,2,1,4,1,0,4,1,0,6,0,1,1,31,12,1,0
237,15,5,1,1,11,13,0,23,2,0,1,0,7,6,8,19,3,0
259,4,7,3,4,13,2,0,8,4,0,0,1,1,7,4,2,0,0
265,37,34,0,4,29,16,0,91,6,0,3,2,6,22,52,28,10,3
271,4,7,1,1,6,4,0,17,2,1,6,2,2,3,10,10,1,0
303,29,23,0,1,11,1,0,11,1,0,4,0,3,3,39,19,1,0
345,7,8,0,1,25,2,0,33,3,0,12,2,5,22,9,9,2,0
375,9,7,3,4,10,6,0,16,2,0,1,2,4,8,4,6,1,0
377,27,27,4,9,39,6,3,44,19,1,16,6,8,10,42,17,9,3
398,6,12,8,5,16,3,3,20,13,0,2,3,4,11,7,5,0,1
424,17,2,4,2,38,40,0,67,7,4,17,3,34,11,7,60,2,1
449,6,2,0,0,8,10,1,15,0,0,0,0,4,4,1,8,5,0
126,13,9,3,4,7,8,0,13,2,0,1,3,1,5,4,14,3,1
142,13,9,3,4,9,9,0,17,2,0,1,3,2,6,3,19,3,1
379,12,9,1,2,8,5,0,16,1,0,1,1,1,6,5,12,4,1
394,8,4,0,1,5,5,0,6,1,0,0,0,1,3,1,7,2,1
430,14,16,7,8,19,8,0,27,7,0,2,0,7,11,14,11,1,0
507,8,5,1,2,4,4,0,9,1,0,2,1,1,6,3,8,3,2
593,15,19,6,8,23,14,0,39,8,1,1,6,5,26,6,11,5,0
70,3,8,1,4,18,6,2,50,4,0,1,0,2,14,6,2,5,1
12,2,2,1,0,18,1,0,16,4,0,0,0,0,21,3,3,1,0
224,4,4,1,3,33,3,0,19,8,0,1,0,1,26,2,3,3,0
230,42,34,8,10,30,11,0,21,15,0,11,4,5,12,22,31,1,0
370,32,18,4,3,33,21,1,30,10,1,5,0,8,17,12,23,1,0
409,11,9,0,2,70,19,1,45,7,0,7,5,2,17,6,12,5,3
564,24,13,0,1,133,23,0,34,4,0,1,1,4,45,6,12,2,1
583,1,9,10,11,39,3,0,11,7,0,2,8,0,21,0,1,1,0
311,5,4,1,1,4,0,0,6,1,0,1,0,0,4,3,2,1,1
9,6,9,1,1,13,6,0,18,2,1,0,1,3,4,5,6,2,1
467,4,0,0,0,3,0,0,12,0,0,0,0,0,7,0,1,8,1
250,2,4,4,4,6,3,0,16,2,0,1,3,2,7,2,8,1,1
316,9,5,0,1,17,8,1,10,6,1,6,3,4,3,5,13,0,0
502,2,5,3,3,10,5,0,11,2,0,4,4,1,2,8,6,1,1
536,7,6,0,0,10,2,0,18,0,0,2,0,2,2,4,11,3,3
13,10,6,0,0,10,3,0,14,1,0,5,0,2,6,5,10,2,1
15,39,41,15,12,21,14,0,48,9,0,11,3,10,12,47,34,5,1
16,23,20,12,8,24,23,1,46,16,5,5,0,13,12,16,29,10,1
41,18,19,12,8,72,40,0,105,13,2,7,2,15,49,8,40,7,2
76,25,16,0,0,22,33,1,38,6,0,14,0,12,2,18,34,7,3
110,12,5,0,1,18,13,1,29,0,0,1,0,4,8,2,13,6,0
123,24,14,3,2,5,19,0,34,5,0,1,0,10,3,16,31,3,1
129,75,67,22,18,38,14,0,35,29,1,6,9,9,24,41,35,8,0
152,15,9,1,1,15,21,4,40,2,1,1,1,8,7,7,24,6,0
204,16,11,13,10,25,22,0,38,11,3,7,0,11,6,10,29,7,1
241,10,7,4,1,18,13,0,64,4,0,2,4,9,20,10,21,6,1
251,6,3,2,2,5,8,2,14,3,0,1,0,2,3,1,9,4,0
352,95,77,11,9,54,47,0,121,39,2,36,2,38,31,78,106,12,3
403,9,6,1,1,9,10,0,18,1,0,1,0,5,5,4,12,3,1
415,23,13,1,2,28,27,1,46,3,5,3,2,13,20,7,28,4,3
417,15,14,2,3,10,20,0,41,8,0,5,0,13,9,14,25,3,0
433,6,2,0,0,4,13,0,11,0,0,1,0,5,1,2,11,1,0
505,9,2,4,5,8,3,0,9,6,0,16,4,4,1,6,11,0,0
540,21,14,1,2,12,9,0,9,6,1,4,1,5,2,12,16,1,0
542,19,20,13,15,44,17,0,35,13,0,4,9,8,17,20,25,1,1
551,71,46,6,5,19,27,1,42,9,1,3,0,12,11,32,49,11,0
574,7,8,2,2,7,5,0,9,1,0,1,2,1,3,3,9,2,0
48,21,12,4,4,7,2,0,8,5,0,3,2,2,4,18,14,0,0
60,3,6,2,5,2,6,0,15,2,0,0,2,2,5,0,6,3,0
371,15,19,12,5,6,5,0,15,14,1,4,2,5,6,14,11,0,0
435,17,9,2,3,9,14,0,22,2,0,0,1,6,4,8,15,0,2
563,13,24,17,30,115,8,0,79,22,0,5,23,3,97,10,9,4,0
29,29,20,1,2,9,15,2,49,3,1,2,2,7,6,17,20,22,9
69,18,11,0,0,9,7,0,18,1,1,5,0,5,4,16,13,2,4
197,13,3,0,0,10,10,0,15,0,0,1,0,2,6,8,12,2,2
211,47,31,5,6,20,29,0,33,8,1,2,4,11,7,22,35,7,0
215,20,15,0,1,37,20,1,51,8,1,2,0,9,25,7,16,8,0
228,14,7,2,1,1,4,0,6,1,0,5,0,2,1,11,12,1,0
278,1,1,1,1,9,3,0,8,0,0,1,1,3,2,1,3,2,1
296,7,5,3,1,3,6,1,15,4,0,0,0,3,4,3,7,6,1
309,14,18,1,3,12,17,0,68,7,7,3,1,12,17,5,20,16,5
327,5,5,3,5,25,12,0,15,1,0,4,0,4,8,2,4,1,1
335,10,3,0,0,11,6,0,9,0,0,1,0,1,6,4,8,3,2
338,4,3,0,0,3,9,1,11,1,0,2,0,3,1,3,8,2,0
343,13,14,7,3,11,19,3,28,7,1,3,0,6,6,8,15,2,1
348,16,11,0,0,13,21,1,34,5,0,3,1,9,8,4,16,7,1
363,7,7,0,0,9,4,0,9,2,0,1,0,1,5,2,4,0,0
418,11,20,0,1,19,16,1,49,14,2,2,2,11,14,12,21,4,1
472,4,5,0,0,9,8,0,15,5,0,1,0,2,2,3,5,0,0
510,19,13,1,3,32,18,1,40,6,2,3,1,6,14,7,14,5,1
515,14,7,1,1,1,10,0,13,1,0,1,0,4,2,10,8,5,0
568,1,3,0,1,10,3,0,15,1,0,1,2,1,4,2,5,3,1
595,3,3,2,2,6,3,0,10,3,0,0,1,2,5,4,5,0,0
85,0,1,0,1,4,0,0,25,1,0,0,0,2,6,1,1,2,0
74,13,11,0,0,26,34,1,157,6,4,9,1,15,28,7,46,11,5
310,13,9,6,6,27,7,1,20,2,0,0,1,2,12,3,5,7,2
87,2,5,3,5,9,0,0,11,5,0,2,1,1,2,6,3,0,0
355,9,10,2,4,14,3,0,6,5,0,0,2,1,7,9,3,1,1
384,6,11,2,3,20,12,0,22,3,0,2,0,3,11,6,17,5,1
196,13,11,2,2,2,5,0,15,1,0,2,1,3,0,6,9,3,0
539,10,15,10,11,25,4,0,9,8,0,2,1,0,6,2,0,1,0
225,10,12,2,2,47,6,0,13,8,0,20,2,6,14,8,12,0,0
428,69,39,12,7,51,21,2,51,21,1,20,6,9,19,46,48,12,2
548,12,7,0,0,8,5,1,11,1,0,0,0,1,3,5,4,2,0
546,13,7,0,1,10,4,0,14,2,0,17,0,2,3,10,15,1,0
421,2,5,1,3,8,3,0,27,2,0,1,0,2,8,1,5,5,2
454,5,4,2,0,8,11,0,23,3,1,14,0,14,5,4,21,2,0
558,10,11,3,6,16,10,0,28,11,0,3,2,5,12,3,18,4,0
465,42,21,1,1,15,34,0,55,3,8,8,2,21,17,23,65,22,4
207,4,5,0,0,3,1,0,5,2,0,3,0,0,1,2,6,0,1
365,51,36,4,8,94,23,0,34,19,0,7,1,3,19,27,19,7,2
423,7,3,0,0,5,5,0,9,1,0,0,0,1,2,5,7,2,1
22,16,11,6,7,21,14,2,39,4,1,3,1,7,9,6,16,2,1
92,4,8,3,8,9,1,0,10,4,0,3,3,1,4,3,3,2,0
30,25,19,5,3,5,7,0,7,4,0,1,0,1,2,17,5,1,0
49,7,4,4,5,5,3,0,10,0,0,2,0,2,1,9,4,4,0
83,25,24,8,6,15,10,0,63,11,0,5,4,10,18,19,20,20,0
128,10,8,0,0,10,7,0,11,2,3,3,3,9,10,3,10,1,0
164,32,18,0,2,5,3,0,9,2,0,2,0,0,4,16,13,2,1
165,28,16,2,2,21,17,0,31,3,0,2,1,3,15,9,19,2,3
183,42,18,0,1,7,9,0,18,1,0,4,1,1,3,11,20,8,4
208,14,6,0,0,3,3,0,8,1,0,2,0,3,2,5,10,3,0
319,12,14,10,8,10,7,0,20,6,0,0,5,2,10,9,4,3,0
344,29,27,8,7,15,5,0,18,7,0,1,2,6,12,23,12,3,2
366,21,9,2,1,4,10,0,13,4,1,0,0,3,1,6,10,4,0
374,14,14,2,2,8,8,0,10,4,0,7,2,1,4,6,16,3,1
390,12,7,7,2,16,9,2,50,9,0,2,3,6,17,11,14,4,1
393,56,43,2,1,16,24,1,34,16,1,7,1,16,6,38,48,3,0
439,10,9,3,3,4,2,1,7,5,0,0,0,0,1,3,3,4,0
450,16,8,1,2,12,5,0,26,3,0,5,3,4,7,8,11,3,2
457,18,18,2,2,11,4,0,9,3,0,2,2,3,5,13,9,1,0
463,17,10,1,1,8,4,1,17,3,0,3,1,1,6,4,7,12,0
494,16,11,0,0,0,4,0,6,0,0,2,0,0,0,9,4,3,1
528,23,8,2,1,9,22,1,30,1,1,2,0,5,4,6,22,3,0
549,12,4,0,0,0,7,0,8,2,0,0,0,2,0,4,7,2,0
168,15,8,3,5,23,25,2,63,5,6,2,2,17,14,1,24,13,5
285,2,0,0,1,8,7,0,22,0,1,2,1,4,5,0,9,1,1
397,2,1,0,0,9,6,0,12,0,1,0,0,5,6,1,4,1,0
406,3,1,2,2,8,0,0,6,3,0,2,1,0,4,1,2,0,0
543,15,11,7,8,42,13,0,19,7,0,6,3,4,18,11,12,2,1
503,9,7,4,4,18,18,1,53,2,0,7,3,8,10,8,22,5,0
37,6,7,1,2,7,7,0,8,2,0,1,2,0,1,4,8,1,1
52,73,39,14,13,35,36,3,64,11,0,6,3,12,18,27,51,12,2
383,3,2,0,0,12,3,0,25,0,0,2,0,3,9,2,5,3,0
210,63,87,22,26,26,5,0,28,36,0,2,0,6,8,76,18,2,0
315,4,6,1,3,7,1,0,18,3,0,1,4,0,8,3,1,3,4
538,3,12,8,11,21,1,0,11,7,0,0,13,1,12,2,0,0,1
245,0,1,3,3,5,2,5,6,1,0,0,0,0,2,0,1,1,0
194,7,3,0,0,10,3,0,7,0,1,1,1,1,6,2,4,3,1
238,17,3,0,0,6,16,0,20,0,1,2,0,4,4,0,17,6,4
431,3,1,0,0,5,2,0,3,1,0,0,0,2,4,0,4,1,1
75,23,19,5,5,7,7,0,15,6,0,3,3,8,7,16,17,2,2
554,8,10,11,17,25,5,0,40,11,0,4,28,2,27,5,9,4,1
461,1,1,0,0,6,5,0,16,1,0,2,0,2,6,0,3,2,1
158,6,3,0,0,6,4,1,6,2,0,5,0,1,2,4,9,0,0
53,4,1,0,0,6,2,0,10,0,1,1,2,1,6,2,3,1,0
526,7,9,3,3,24,13,0,45,2,0,1,0,2,13,3,6,3,0
138,7,5,3,3,7,1,0,7,2,0,0,0,0,4,2,1,0,0
101,11,7,3,2,18,7,0,23,2,0,5,2,5,4,7,11,0,0
591,12,13,5,4,17,2,0,15,1,0,2,1,4,7,8,8,1,1
25,15,14,3,3,2,4,0,12,3,0,0,0,2,1,9,4,4,0
416,4,1,0,0,12,9,1,21,3,1,1,0,2,8,4,6,3,0
281,3,3,0,0,10,2,0,7,2,0,0,1,0,5,1,2,1,0
571,6,6,1,0,9,1,0,8,8,0,43,1,6,3,10,19,0,0
77,16,14,1,1,3,3,0,4,5,0,0,0,0,1,8,3,0,0
114,11,18,4,5,10,3,0,6,9,0,2,1,0,3,8,5,0,0
139,27,28,4,2,10,6,0,14,14,0,1,2,3,3,11,10,5,1
180,10,9,1,1,7,2,0,7,6,1,1,0,0,2,8,5,1,0
193,7,11,2,0,7,8,0,21,5,0,2,0,2,6,6,9,2,0
205,12,14,1,3,4,2,1,10,10,0,0,1,3,2,3,5,4,1
231,11,7,0,0,3,7,0,6,1,0,3,0,0,3,9,6,0,0
407,15,10,2,2,2,6,0,8,5,0,0,0,1,0,6,8,1,0
459,13,15,8,6,4,1,0,9,4,0,0,0,3,1,10,5,1,1
487,12,15,6,5,14,5,0,19,8,0,3,0,4,11,9,10,3,0
516,5,8,1,1,13,5,0,10,3,0,0,0,0,6,3,3,4,1
582,28,25,8,5,7,7,0,19,10,0,2,0,6,3,21,19,3,1
473,3,3,2,1,11,4,2,20,5,0,1,0,4,7,4,7,0,0
127,1,0,0,0,6,1,0,8,0,1,0,1,3,2,0,3,1,1
172,10,10,1,2,9,3,0,9,5,0,6,1,1,1,4,5,3,1
67,20,11,5,5,17,10,0,12,3,0,0,0,2,4,9,9,3,2
212,97,82,35,29,79,44,0,87,42,1,11,6,16,21,44,49,9,3
118,3,2,0,0,5,8,0,14,0,0,1,0,2,1,1,6,2,1
153,2,6,2,3,28,4,0,64,5,0,1,4,2,27,5,7,2,0
575,3,2,0,0,19,5,0,10,2,0,2,0,1,6,1,7,1,0
491,6,11,4,6,48,6,0,24,14,0,0,0,2,22,2,1,1,0
2,11,3,0,0,7,9,3,15,0,0,1,0,2,1,4,8,1,1
36,9,7,0,0,6,7,0,9,0,1,1,0,7,5,2,8,2,0
65,15,7,0,0,5,11,0,25,4,0,0,0,6,3,9,12,6,0
106,18,25,2,5,6,2,0,9,19,0,1,0,4,1,6,6,0,0
189,9,7,2,2,2,9,0,11,5,0,2,0,2,2,2,6,2,0
190,14,18,5,6,23,17,2,36,12,1,0,1,11,17,9,16,4,0
209,15,11,1,1,5,9,0,21,5,0,2,0,6,4,5,11,3,0
258,8,8,5,3,3,4,0,13,5,0,1,0,2,4,7,6,1,0
272,16,8,2,2,5,5,0,6,1,0,1,0,1,1,15,8,1,1
300,7,1,0,0,6,8,0,27,1,1,3,0,4,8,5,11,5,1
466,57,51,14,16,32,20,0,37,22,0,2,1,10,13,24,36,5,0
511,22,18,1,3,8,5,0,30,6,0,4,1,4,5,21,16,3,1
519,7,2,0,0,14,11,0,12,0,0,0,0,1,9,1,4,1,0
537,15,9,0,0,12,17,1,20,8,0,1,0,2,2,4,14,2,1
581,7,14,5,6,7,5,0,24,10,0,1,0,3,9,9,8,5,0
333,4,2,0,0,6,2,0,8,0,0,1,0,0,3,0,1,2,1
255,5,4,3,5,17,2,0,1,0,0,1,3,0,1,3,2,1,0
218,5,6,0,0,9,3,0,5,1,1,2,2,2,3,3,3,3,0
478,5,5,2,3,4,1,0,3,3,0,0,2,1,2,2,1,0,1
10,21,26,14,12,61,8,0,54,16,0,1,8,2,65,2,10,4,0
143,3,10,9,8,43,1,1,11,7,0,0,2,0,29,2,1,2,0
148,16,30,18,13,14,1,0,13,22,0,0,5,2,13,9,5,2,0
154,19,19,7,8,7,3,0,5,8,0,0,0,2,3,15,2,2,0
97,22,14,2,3,9,6,0,11,2,0,1,0,0,5,7,11,4,0
518,6,6,2,2,6,3,0,8,2,0,3,2,3,3,5,7,0,0
157,3,4,1,3,9,3,0,9,2,0,0,0,2,1,1,3,1,0
175,0,0,0,2,8,0,0,14,0,0,0,3,0,9,0,0,0,0
392,4,5,0,0,6,2,0,8,3,0,1,0,0,5,2,4,0,0
547,3,0,0,0,5,3,2,11,2,1,0,1,2,6,2,5,2,0
556,12,26,2,6,3,0,0,6,25,0,2,2,3,3,4,3,0,0
358,1,4,1,1,11,0,0,21,5,0,1,1,3,26,5,2,1,0
324,3,3,0,0,7,4,0,9,2,0,0,1,0,4,2,3,0,0
578,2,1,0,1,9,1,0,17,2,0,1,0,1,14,0,3,0,0
545,7,2,0,2,5,4,0,3,0,0,1,0,3,2,5,9,2,0
329,0,1,0,0,6,3,0,8,1,1,2,1,1,0,0,3,1,0
3,10,6,0,0,1,0,0,1,3,0,8,0,1,0,13,6,0,0
496,7,8,3,2,4,3,0,12,5,0,0,3,1,9,4,1,0,0
481,5,2,0,1,1,4,0,11,0,1,0,0,4,5,4,7,1,0
320,15,8,5,3,6,2,1,3,2,0,1,0,1,1,8,3,0,0
388,3,15,14,16,19,2,0,0,6,0,0,4,0,4,0,1,0,0
499,6,7,1,2,5,1,1,10,3,0,4,5,1,1,2,6,0,7
236,3,2,0,0,14,3,0,5,3,0,8,1,3,3,2,6,0,0
508,0,3,0,0,3,0,0,1,0,0,0,0,0,0,3,0,1,1
55,6,2,0,0,4,9,0,7,1,0,0,0,1,0,1,8,1,0
163,3,0,0,1,11,1,0,7,0,1,2,0,4,6,1,6,0,0
360,4,0,0,0,3,5,0,8,1,1,1,0,6,1,1,10,1,0
535,2,0,1,0,10,2,0,5,0,0,1,1,1,5,1,1,0,0
184,48,29,23,4,21,11,8,39,15,0,3,0,12,5,35,25,6,0
306,18,31,35,29,59,8,0,11,14,0,14,5,3,21,8,10,0,2
598,4,5,0,0,5,3,0,8,2,0,0,0,2,7,4,4,0,0
611,8,8,0,0,0,0,0,3,1,0,0,0,0,3,8,0,0,0
612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,5,5,4,4,0,1,0,1,0,0,0,0,0,0,1,1,0,0
